ID;Country name;Year;Population;Population at age 1;Population aged 1 to 4 years;Population aged 5 to 9 years;Population aged 10 to 14 years;Population aged 15 to 19 years;Population aged 20 to 29 years;Population aged 30 to 39 years;Population aged 40 to 49 years;Population aged 50 to 59 years;Population aged 60 to 69 years;Population aged 70 to 79 years;Population aged 80 to 89 years;Population aged 90 to 99 years;Population older than 100 years
1;Afghanistan;1980;12486640;492906;1805180;1847335;1534120;1269879;1899019;1405961;986723;655394;362639;140796;24767;996;4
2;Afghanistan;1981;11155196;440721;1616613;1659830;1379539;1140996;1701347;1239538;873502;581731;321162;124289;21928;899;4
3;Afghanistan;1982;10088290;398111;1463627;1509932;1256685;1039023;1542984;1106752;782830;522081;287538;110761;19582;818;4
4;Afghanistan;1983;9951447;392232;1443545;1496584;1248314;1032097;1525986;1079596;766718;510937;280692;107471;19007;804;4
5;Afghanistan;1984;10243689;403498;1484312;1547077;1295626;1070768;1574663;1099034;784629;521129;285519;108244;19079;816;5
6;Afghanistan;1985;10512220;413810;1520449;1593531;1341882;1108368;1619447;1114990;801365;529081;289078;108084;18904;816;4
7;Afghanistan;1986;10448447;414534;1513104;1584431;1341839;1109907;1613642;1094610;792992;520600;284558;105327;18280;798;3
8;Afghanistan;1987;10322767;415915;1505202;1560683;1329390;1102716;1599276;1068461;779333;509924;279622;102922;17739;782;3
9;Afghanistan;1988;10383459;423238;1530231;1563028;1337392;1113583;1614350;1064658;777682;508570;280127;102862;17637;779;3
10;Afghanistan;1989;10673172;439291;1592749;1599499;1370701;1147185;1665396;1087270;791420;518017;287015;105597;18079;805;4
11;Afghanistan;1990;10694804;444466;1615906;1600229;1367168;1150387;1674244;1086889;781368;513805;286235;105655;18106;810;4
12;Afghanistan;1991;10745168;450627;1641122;1612946;1364664;1154411;1686921;1090640;771828;510691;286200;106113;18237;817;5
13;Afghanistan;1992;12057436;510538;1859106;1821630;1519571;1291845;1896301;1220241;854285;567558;320029;119552;20647;927;5
14;Afghanistan;1993;14003764;598419;2178917;2131706;1750497;1493851;2204858;1414071;979227;654077;370461;139818;24288;1090;5
15;Afghanistan;1994;15455560;666344;2428511;2374315;1915866;1638070;2434822;1557323;1065382;716780;406967;155430;27183;1220;5
16;Afghanistan;1995;16418911;713509;2605761;2547224;2023267;1726358;2585793;1651273;1114622;756733;429773;166180;29271;1310;5
17;Afghanistan;1996;17106600;746659;2738337;2679780;2105046;1781850;2691153;1718346;1143449;783973;445120;174237;30925;1383;6
18;Afghanistan;1997;17788818;776843;2864862;2814884;2195903;1833689;2793223;1786543;1171851;810233;460208;182209;32588;1455;7
19;Afghanistan;1998;18493134;804962;2987262;2958061;2298750;1886774;2895755;1858674;1203841;835289;475404;190189;34295;1530;8
20;Afghanistan;1999;19262854;833259;3110138;3115077;2417339;1947642;3005470;1939081;1243174;861139;491689;198751;36187;1619;8
21;Afghanistan;2000;19542986;839897;3145678;3193336;2478607;1964708;3036332;1971689;1256153;861541;495073;202165;37212;1674;9
22;Afghanistan;2001;19688634;838798;3152387;3246270;2525229;1978811;3042963;1992112;1263743;854291;494970;204078;38010;1721;10
23;Afghanistan;2002;21000258;885718;3339705;3483237;2724197;2120744;3227457;2131886;1346252;899545;524785;218247;41164;1879;11
24;Afghanistan;2003;22645136;945466;3574724;3767418;2972011;2305766;3461165;2307019;1451498;958962;563715;236002;45091;2075;11
25;Afghanistan;2004;23553554;970869;3684731;3922314;3130729;2425646;3581266;2409322;1511624;986258;585104;246037;47662;2212;11
26;Afghanistan;2005;24411196;986490;3763028;4043534;3272820;2547608;3727055;2523660;1575352;1011252;605784;255379;50590;2739;46
27;Afghanistan;2006;25442946;1005182;3854095;4181472;3431779;2687976;3914320;2660941;1654321;1043980;631641;266723;53964;3254;94
28;Afghanistan;2007;25903306;1024331.06;3920887;4301582;3572618;2767018;3887486;2665261;1679259;1053907;647232;273486;54541;2286;83
29;Afghanistan;2008;26427204;1046121;3993174;4418640;3713525;2873516;3902988;2681562;1712803;1069373;663147;281355;55901;1831;75
30;Afghanistan;2009;27385310;1035738.06;4052182;4538281;3861384;3044384;4101544;2794163;1791500;1106513;685796;293032;59609;2388;80
31;Afghanistan;2010;28189672;1029912;4083462;4644058;3997239;3197998;4251221;2867453;1856373;1142218;702472;302999;62335;2353;53
32;Afghanistan;2011;29249156;1059168;4128714;4755318;4134283;3379437;4512670;2993785;1947711;1191836;722124;315243;66231;3121;81
33;Afghanistan;2012;30466484;1081162;4173044;4872390;4270100;3566275;4843970;3150892;2055972;1248383;746009;329136;70666;4034;138
34;Afghanistan;2013;31541216;1116236;4255559;4953291;4396291;3719685;5127008;3271551;2151165;1300465;767896;342330;74168;4193;142
35;Afghanistan;2014;32716214;1159612;4386051;5014332;4517410;3872794;5455663;3414055;2257469;1358824;792007;357229;78140;4673;153
36;Afghanistan;2015;33753500;1187761;4509661;5083265;4625310;3998778;5732466;3529267;2350849;1413659;814056;371848;81378;4628;133
37;Afghanistan;2016;34636212;1216903;4637972;5142552;4729549;4102738;5948136;3617735;2428714;1464517;833677;385801;83944;4140;72
38;Afghanistan;2017;35643420;1238498;4760096;5212487;4840593;4222210;6206481;3741917;2517748;1523369;856795;401322;87484;4236;40
39;Afghanistan;2018;36686788;1252219;4857089;5334330;4920408;4343114;6468908;3881454;2608343;1586312;883719;416827;91481;4513;23
40;Afghanistan;2019;37769496;1274592;4948706;5487694;4978536;4461340;6738758;4039411;2701018;1653460;914688;431683;95602;4901;14
41;Afghanistan;2020;38972236;1299717;5036426;5647052;5050775;4584023;7049695;4238417;2804197;1726474;949111;442845;99060;5458;32
42;Afghanistan;2021;40099460;1323766;5121872;5807514;5114941;4694495;7322711;4436619;2897810;1796991;981861;449495;100923;5507;39
43;China;1980;982372500;19591538;78924110;125163440;130068030;108820630;176657900;114942190;90956970;68273990;43457876;20202970;4012883;160135;259
44;China;1981;997259500;20469876;78415800;118465230;131685650;120167740;173966240;120990700;92107970;69904540;44745780;20805112;4302269;172619;312
45;China;1982;1013483200;21275850;79903550;111762130;133147890;126536290;174000300;128283530;93157280;71609620;46027656;21380908;4618543;189646;361
46;China;1983;1029226900;22609908;83454760;105145500;132674104;126897224;180377330;136472830;93644420;73648360;47247964;22081938;4957842;211922;407
47;China;1984;1044172200;22170598;86031950;100226100;129449224;127348690;188203100;144521740;94070230;75633980;48564936;22941988;5304626;236275;449
48;China;1985;1060240000;21411076;86970080;98163520;124123410;129129790;194187550;152767620;94904570;77447800;50026668;23819390;5642843;261966;499
49;China;1986;1077770500;22556924;88252040;98506410;117528130;130775100;200346600;159982290;96371944;79387680;51376780;24658914;5975196;288736;571
50;China;1987;1096851800;24066978;89716420;101332800;110920200;132261070;205163680;166758930;98643340;81210300;52741540;25518572;6285254;317466;666
51;China;1988;1115889800;25709074;93243740;104436340;104389610;131812060;211527250;172247630;101766980;82643190;54423480;26342320;6600853;349307;782
52;China;1989;1134414700;25828650;97620584;106250540;99530950;128605144;222264200;174001020;105858870;83733370;56158640;27166240;6950283;381294;890
53;China;1990;1153704200;25618434;100647470;108319470;97504290;123313520;234842450;172757040;111159770;84721896;57827464;28144364;7278040;417643;994
54;China;1991;1170626200;26489046;103050700;111073610;97861140;116755230;247549340;170047870;117098900;85918400;59426390;29226464;7540438;459184;1107
55;China;1992;1183813400;24360102;101695130;114123470;100677570;110157920;255108640;169950160;124213480;87011064;61075660;30311576;7805936;502745;1266
56;China;1993;1195855600;20963850;96840264;117719120;103773816;103650600;254872600;176089000;132191490;87595910;63042668;31422880;8173116;552154;1516
57;China;1994;1207286700;19739314;91000650;121857120;105597760;98840100;252104540;183689970;140038380;88140050;64985572;32662748;8635105;601884;1837
58;China;1995;1218144400;18957998;83542140;125737630;107671550;96853770;248607740;189492400;148078060;89075980;66784236;34021360;9113394;648998;2209
59;China;1996;1228298900;18356792;77602840;126038930;110422790;97235090;243722580;195456350;155101620;90613270;68665240;35271908;9577981;693694;2602
60;China;1997;1237801500;17751374;74430780;121384020;113472000;100075900;238706050;200129890;161710380;92914990;70422456;36513230;10046011;732476;3007
61;China;1998;1246836100;17132178;71859210;115421320;117064900;103194270;231900500;206381170;167088740;96033896;71858640;37996340;10515398;775668;3482
62;China;1999;1255433200;16627039;69559740;108913420;121193070;105033870;224062220;217023650;168850430;100086690;72992456;39508670;11003542;825231;3930
63;China;2000;1264099100;16272078;67501320;100971690;125060080;107109140;216939570;229473490;167662060;105304550;74041500;40979988;11580173;871385;4412
64;China;2001;1272739600;16504602;66279056;94534340;125371990;109858810;210932140;242089540;165059740;111161350;75318190;42441000;12252803;918870;5066
65;China;2002;1280926100;16432287;65603056;90825510;120758540;112906190;207366780;249764140;165111330;118169050;76526730;43944516;12953714;975971;5795
66;China;2003;1288873300;15941954;64939184;87817340;114842560;116489660;204135650;249762200;171299090;125976100;77291830;45672020;13678091;1051991;6529
67;China;2004;1296816800;15847474;64533744;85224290;108383420;120607820;201279420;247193010;178882830;133618504;78029630;47389816;14501117;1147519;7205
68;China;2005;1304887600;15961138;64009920;83451020;100495810;124467580;201447650;243873580;184690400;141432370;79124600;48991230;15384249;1245451;7827
69;China;2006;1313086600;16212596;63808504;82199200;94103380;124782720;204626030;239191550;190658290;148266340;80780800;50621548;16185530;1342217;8424
70;China;2007;1321513200;16462332;64343612;81071880;90427030;120192800;210535280;234357310;195349120;154702620;83132330;52135990;16971346;1442266;8976
71;China;2008;1330167200;16794598;65300510;80348190;87443600;114303770;217236350;227723340;201566620;159939630;86203600;53400570;17866204;1541016;9623
72;China;2009;1339125600;17238374;66586784;80088536;84869240;107879140;223209570;220077840;212075740;161669870;90111330;54429680;18768852;1650152;10480
73;China;2010;1348191400;17656346;68042904;79851380;83113704;100046140;229212830;213191580;224373580;160556350;95119544;55423948;19666476;1786598;11366
74;China;2011;1357095400;17756496;69349896;79935130;81880530;93710500;232384540;207425310;236830530;158076880;100723976;56607960;20534714;1938457;12194
75;China;2012;1366560800;17649618;70215650;80835544;80773660;90079140;230966140;204071400;244454220;158212370;107359790;57742904;21402404;2093447;13252
76;China;2013;1376100400;18306778;71291670;82269350;80073820;87133090;228786540;201056450;244604130;164348510;114687096;58587190;22418344;2262146;14898
77;China;2014;1385189600;18534124;72174160;84001170;79837030;84582780;226577490;198396600;242242960;171840160;121816216;59459556;23460738;2463391;17082
78;China;2015;1393715500;18289730;72710780;85576510;79620270;82839200;222683760;198724140;239132460;177613740;129087170;60647940;24450076;2679226;19410
79;China;2016;1401889700;17902850;72967656;86791300;79722940;81616056;216756510;202036690;234684880;183528620;135429700;62313820;25423880;2866068;21892
80;China;2017;1410276000;17703608;72368790;88324480;80637200;80517490;208634610;208031310;230065550;188190560;141389800;64522396;26299732;3043048;24671
81;China;2018;1417069400;18200252;72037330;89635310;82080360;79819810;199880270;214792960;223686300;194340140;146260270;67315700;27084496;3254925;27708
82;China;2019;1421864100;16830034;70577890;90280870;83819590;79582520;190966400;220799340;216321810;204606580;147854220;70796700;27776648;3474607;31337
83;China;2020;1424929800;14956799;67637050;90440720;85405250;79383550;181492180;226808160;209688720;216551100;146768820;75205304;28458652;3692031;35944
84;China;2021;1425893500;13346962;63287764;90508240;86629944;79508270;174028860;229977170;204141890;228613400;144414740;80093240;29252108;3894913;40972
85;France;1980;53713836;727534;2895497;4181311;4182328;4269379;8401295;7272483;6246357;6248016;4053634;3679424;1369217;155418;1992
86;France;1981;54016748;755843;2938061;4055163;4200569;4287001;8379981;7593852;6106136;6236924;4154745;3702550;1420714;160356;2127
87;France;1982;54319652;776885;3002757;3912324;4246835;4291884;8371726;7891916;5986697;6232357;4241562;3720543;1476967;166238;2288
88;France;1983;54592384;773827;3055739;3793891;4288587;4277354;8382118;8132085;5932077;6225410;4304633;3748908;1528575;172491;2421
89;France;1984;54845984;746392;3073886;3720185;4288799;4252422;8413491;8339779;5915741;6210823;4369849;3772992;1575441;179644;2570
90;France;1985;55108104;728746;3046300;3723415;4226626;4243779;8438192;8540787;5917922;6184490;4516926;3719382;1622737;186783;2761
91;France;1986;55371640;736391;3004785;3785759;4102519;4263977;8454269;8639225;6036258;6140987;4772542;3560869;1666171;195296;2912
92;France;1987;55641536;744447;2973945;3844771;3961077;4310054;8455651;8621670;6279457;6096193;5045636;3385259;1711513;207187;3097
93;France;1988;55911476;744375;2970621;3865362;3843514;4349405;8445324;8578372;6554924;6045291;5293197;3237098;1763572;220065;3360
94;France;1989;56169944;739724;2980808;3858961;3769191;4344593;8434315;8532896;6836476;5992282;5503641;3124860;1816217;233345;3639
95;France;1990;56412896;737090;2981086;3831675;3768527;4276161;8430044;8491928;7134887;5910674;5601357;3135661;1865853;247323;3851
96;France;1991;56645216;732317;2968604;3791450;3825072;4145915;8443599;8463721;7453161;5789178;5603664;3255123;1908036;264101;4090
97;France;1992;56864050;728173;2952283;3755277;3877637;3999024;8471000;8444587;7747731;5686671;5609715;3361632;1951361;283654;4415
98;France;1993;57053730;717941;2930623;3743870;3892018;3877033;8472545;8442541;7986494;5645466;5612861;3447470;2000159;301589;4779
99;France;1994;57230064;695378;2889469;3749662;3881439;3798946;8422249;8462223;8192978;5640376;5609041;3532789;2045627;319081;5220
100;France;1995;57420356;680305;2838278;3745557;3853113;3794746;8329185;8476355;8392840;5652479;5595028;3674887;2035631;337194;5646
101;France;1996;57623180;688955;2799774;3731623;3814935;3848902;8207492;8484163;8493548;5776585;5565458;3891217;1949223;353564;6095
102;France;1997;57839364;700319;2782763;3709539;3783897;3900981;8100175;8480749;8483164;6021825;5535060;4114463;1851109;368786;6612
103;France;1998;58080344;700143;2788147;3670927;3780436;3918027;8016776;8470180;8450250;6297660;5500702;4314009;1773651;385080;7111
104;France;1999;58352210;707487;2816281;3620787;3796691;3913953;7939719;8463468;8418195;6579120;5466545;4483336;1722816;401767;7630
105;France;2000;58665456;722141;2850765;3584566;3805929;3895612;7881762;8467780;8393734;6877196;5408378;4571444;1763415;418515;8219
106;France;2001;59014776;738394;2890038;3563812;3807286;3869986;7827720;8495920;8383895;7195075;5315273;4593028;1882538;433883;8921
107;France;2002;59372784;747634;2938434;3552676;3800268;3852959;7758136;8543850;8385237;7491713;5240142;4618909;1991139;449401;9672
108;France;2003;59728260;740433;2972238;3570685;3774430;3863814;7679036;8570382;8406637;7736352;5221621;4640844;2082875;464347;10176
109;France;2004;60108436;734915;2985587;3618808;3732804;3893452;7619543;8549933;8452864;7951263;5237090;4660227;2176894;481790;10800
110;France;2005;60510080;737383;2984705;3674302;3700743;3913400;7612566;8491911;8495596;8160079;5267784;4675381;2297493;481916;11693
111;France;2006;60919150;742357;2979095;3726173;3681180;3921357;7649557;8407659;8531526;8272589;5402953;4678956;2445756;454964;12644
112;France;2007;61329380;754450;2992507;3769647;3668782;3916308;7686968;8336633;8553796;8276340;5652649;4682187;2591438;429023;13698
113;France;2008;61721004;758952;3016078;3798858;3683903;3886539;7711808;8285594;8565454;8255535;5929309;4679637;2718831;414592;14791
114;France;2009;62093300;759476;3037781;3814064;3729593;3834116;7727533;8235317;8576615;8232606;6207536;4674500;2828235;413599;15934
115;France;2010;62444570;765191;3060287;3816534;3782182;3786267;7710227;8196547;8594141;8213565;6496584;4645594;2903661;451664;17087
116;France;2011;62775270;769345;3074886;3820925;3830004;3749263;7664043;8153504;8631221;8205797;6799133;4583203;2954501;521116;18229
117;France;2012;63071412;768163;3083512;3836973;3869463;3719600;7604940;8088431;8684612;8206053;7077927;4533525;3003353;581501;19370
118;France;2013;63335180;760489;3083532;3860089;3894446;3719301;7542714;8008660;8713833;8223981;7305766;4531348;3043432;631601;20620
119;France;2014;63588496;753879;3070716;3887494;3905298;3752735;7473834;7943525;8693764;8265532;7502889;4557040;3082690;680166;22139
120;France;2015;63809770;748370;3047842;3915013;3902881;3796374;7401183;7925510;8634157;8302788;7690577;4592034;3114581;725711;21811
121;France;2016;63989320;736757;3014430;3928860;3901978;3839237;7331008;7947121;8546832;8331998;7787544;4718244;3134710;767468;19402
122;France;2017;64144092;717809;2969831;3928723;3914075;3877091;7259390;7966253;8471611;8347548;7783583;4947096;3153106;803037;17554
123;France;2018;64277812;702461;2916843;3919423;3934996;3901694;7199079;7969163;8417013;8352976;7758035;5198524;3166794;833226;17093
124;France;2019;64399760;690298;2857635;3896919;3961496;3912698;7159861;7959632;8364406;8359762;7733994;5449990;3179910;861741;17922
125;France;2020;64480052;681308;2801423;3857909;3988746;3910140;7147821;7915512;8324723;8375288;7716794;5702297;3164882;883364;21595
126;France;2021;64531450;667127;2750145;3801478;4001904;3908921;7156695;7841917;8283380;8411901;7712098;5955078;3121715;901539;26912
127;Germany;1980;77786696;798837;3133519;4309290;6028709;6562201;11479279;10259139;11000105;9109485;6855761;6181393;1894789;148509;1163
128;Germany;1981;77684490;821758;3187826;4061688;5734326;6600024;11664829;10028304;11294402;9056747;6871991;6214906;1971911;155424;1250
129;Germany;1982;77610424;840063;3249779;3907793;5391902;6584503;11888888;9960366;11481679;8986070;6859107;6240891;2055138;163247;1337
130;Germany;1983;77566060;839739;3304552;3861952;5005496;6500957;12145417;10004498;11592972;8949358;6793459;6273105;2134131;172198;1432
131;Germany;1984;77568580;827457;3339503;3885097;4632073;6342206;12425691;10071376;11617046;9032914;6733497;6279558;2214027;182750;1563
132;Germany;1985;77638810;813088;3337944;3957563;4324060;6119689;12704960;10306900;11379660;9220364;6801139;6185508;2295059;193760;1719
133;Germany;1986;77803350;813497;3319109;4056178;4092201;5851394;12975947;10660457;11027437;9430567;7046127;5938002;2368605;205410;1863
134;Germany;1987;78090900;834215;3321643;4147181;3960057;5535964;13214792;10964358;10768400;9662993;7381887;5604562;2448649;218667;2036
135;Germany;1988;78477530;864629;3365248;4221039;3938501;5174095;13394244;11234563;10556620;9910590;7761383;5266158;2533886;233950;2252
136;Germany;1989;78916440;890572;3446704;4272191;3987031;4819420;13480628;11494929;10343115;10213511;8054207;5039869;2617504;249449;2477
137;Germany;1990;79370190;901288;3536259;4297440;4083880;4523241;13444240;11760409;10144293;10561085;8155378;5013348;2689650;263123;2652
138;Germany;1991;79801980;901249;3603877;4318449;4202530;4298924;13292238;12063122;9997218;10897575;8141514;5094471;2743777;278595;2835
139;Germany;1992;80205020;872770;3611769;4362421;4307601;4170513;13018874;12401539;10007764;11130088;8105275;5157730;2805292;297844;3077
140;Germany;1993;80573496;830389;3549605;4435579;4389593;4148876;12609837;12763510;10125883;11283083;8093138;5176059;2873936;316078;3337
141;Germany;1994;80882120;809519;3454072;4523180;4442440;4195223;12111712;13128833;10258015;11345715;8186540;5191519;2924023;334264;3617
142;Germany;1995;81123260;787178;3334183;4600728;4461626;4285825;11588427;13458405;10545730;11143179;8376693;5292833;2912128;354318;3910
143;Germany;1996;81300860;768944;3223708;4620983;4466864;4392416;11069300;13734278;10932741;10810886;8585217;5506271;2803800;374270;4223
144;Germany;1997;81436100;779158;3167320;4560753;4486827;4479016;10581251;13936392;11243744;10554736;8811392;5772194;2643902;396396;4544
145;Germany;1998;81524380;800786;3154861;4449534;4531432;4537257;10145765;14048116;11496302;10335951;9053677;6061246;2488599;420719;4902
146;Germany;1999;81556970;799062;3164057;4306216;4588413;4563953;9781947;14045454;11718444;10112093;9344762;6287981;2412676;446099;5287
147;Germany;2000;81551680;782593;3176317;4147326;4637284;4557427;9523302;13908886;11929609;9899507;9671956;6389020;2466494;471309;5739
148;Germany;2001;81514570;770793;3167071;4033315;4634135;4540345;9363932;13652716;12164489;9732601;9982118;6407129;2590440;493709;6311
149;Germany;2002;81443420;750013;3115349;3992045;4557463;4543570;9292466;13279458;12425881;9713303;10183029;6394293;2702417;516040;6900
150;Germany;2003;81346810;725357;3041604;3974456;4437775;4577842;9307798;12786672;12706582;9796535;10298958;6389168;2778933;537240;7383
151;Germany;2004;81266670;710345;2970389;3964964;4293624;4630989;9368304;12229530;12991616;9895963;10334644;6474121;2853173;553457;7895
152;Germany;2005;81212170;702822;2903646;3965046;4139543;4683587;9448326;11677804;13248193;10148587;10131194;6652525;2965178;552143;8540
153;Germany;2006;81177816;692806;2847244;3936553;4035151;4691671;9545123;11162614;13469284;10501467;9814194;6854853;3111985;524805;9300
154;Germany;2007;81183830;678687;2801124;3862857;4006519;4631604;9654471;10706476;13641593;10788653;9577380;7077244;3266928;485559;10151
155;Germany;2008;81217490;678851;2770722;3778194;3999986;4531735;9777997;10321303;13744623;11029618;9380525;7320264;3420036;452511;10940
156;Germany;2009;81260620;685155;2755780;3704096;3999012;4408265;9900034;10018446;13752013;11250971;9186382;7608753;3542182;450459;11703
157;Germany;2010;81325090;679072;2746690;3632274;4006224;4273218;9996018;9826330;13644408;11469375;9010282;7925938;3621667;487380;12443
158;Germany;2011;81423384;679551;2752663;3570044;3983942;4184439;10040483;9734727;13433933;11716524;8879669;8222437;3668615;544085;13095
159;Germany;2012;81545570;685640;2763918;3537529;3916251;4168370;10038352;9729872;13118708;11995107;8884111;8412283;3688365;595826;13829
160;Germany;2013;81680590;690457;2772923;3531520;3839181;4171574;10028232;9808519;12695185;12296412;8980894;8516721;3701192;631314;14591
161;Germany;2014;81858824;700588;2797712;3532086;3774528;4178679;10012822;9928677;12214703;12603515;9093709;8556626;3779556;661072;14905
162;Germany;2015;82073230;719535;2841795;3546944;3714413;4194386;9981782;10066843;11739699;12882301;9343600;8392012;3929426;691411;14271
163;Germany;2016;82331430;744728;2906728;3582204;3669709;4182754;9947313;10220329;11293662;13124249;9679297;8124703;4099406;722168;12850
164;Germany;2017;82624370;776442;2998883;3618567;3659506;4124606;9909096;10382282;10894664;13318739;9954366;7929246;4286628;748882;11252
165;Germany;2018;82896696;797165;3098308;3651130;3674351;4050257;9835303;10550544;10553014;13444570;10187124;7770618;4499123;786402;10745
166;Germany;2019;83148140;793928;3171672;3700201;3689436;3982625;9724119;10705647;10280530;13474592;10404435;7624073;4756267;842846;12441
167;Germany;2020;83328990;787110;3210567;3769228;3709659;3916286;9593300;10821919;10108496;13389920;10619714;7500977;5008141;895398;15809
168;Germany;2021;83408560;776730;3206318;3859741;3740453;3861502;9465635;10874805;10027240;13198720;10854830;7410269;5196098;928096;19855
169;Iraq;1980;13653368;497462;1915163;2139873;1807467;1408255;1906586;1369121;978614;703375;541094;295486;68856;2660;12
170;Iraq;1981;14067267;508632;1955529;2194077;1876554;1516254;1944922;1411749;1003775;713863;544523;301432;72547;3007;12
171;Iraq;1982;14467687;520448.97;1996691;2242755;1942279;1593269;2003320;1462986;1027374;725753;546130;306061;76079;3416;13
172;Iraq;1983;14903738;534105;2045117;2293619;2008216;1654251;2084160;1525616;1053839;741190;547917;310609;79615;3865;15
173;Iraq;1984;15377037;549268;2100511;2346936;2072913;1722170;2173156;1592014;1083397;759035;550303;315467;83059;4307;15
174;Iraq;1985;15753858;563476;2146776;2384164;2118857;1780571;2264303;1636780;1106259;772388;549130;318084;85704;4669;15
175;Iraq;1986;16148228;576375;2196985;2425571;2162425;1840321;2373185;1674119;1129534;787194;548715;320906;88228;5003;15
